WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,JOBSAL
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,월 급여
7,236603,8,3,3,3,37,5,1,500
1,236702,6,2,5,3,60,3,1,65
1,236801,5,4,3,2,36,4,1,150
2,236801,5,4,3,2,37,4,1,133
3,236801,5,4,3,2,39,4,1,200
7,236903,3,7,3,2,24,7,2,180
5,237202,12,0,4,6,48,5,1,100
6,237202,12,0,4,6,50,5,1,30
7,237202,12,0,4,6,52,5,1,50
2,237302,6,2,4,2,39,4,1,50
3,237302,6,2,4,2,41,4,1,110
4,237302,6,2,4,2,43,4,1,130
2,237402,9,4,3,2,28,6,1,150
3,237402,9,4,3,2,30,6,1,150
5,237402,9,4,3,2,34,6,1,500
6,237402,9,4,3,2,36,6,1,260
7,237402,9,4,3,2,38,6,1,260
1,237502,6,3,3,2,35,5,1,500
2,237502,6,3,3,2,36,5,1,500
1,237601,6,1,4,2,53,3,1,150
2,237601,6,1,4,2,54,3,1,120
3,237601,6,1,4,2,56,4,1,90
3,237703,7,3,3,3,24,7,2,180
4,237703,7,3,3,3,26,7,2,120
5,237703,7,3,3,3,28,7,2,180
6,237703,7,3,3,3,30,7,2,210
4,237704,7,3,3,3,25,6,2,150
1,237902,6,3,3,3,52,2,1,90
2,237902,6,3,3,3,53,2,1,140
3,237902,6,3,3,3,55,2,1,120
4,237902,6,3,3,3,57,2,1,100
5,237902,6,3,3,3,59,2,1,150
1,238003,4,3,5,2,31,8,2,200
2,238003,4,3,5,2,32,8,2,200
3,238003,4,3,5,2,34,8,2,300
1,238101,6,-9,5,2,50,2,1,40
1,238302,6,1,5,3,50,1,1,73
3,238302,6,1,5,3,53,1,1,80
4,238302,6,1,5,3,55,1,1,80
5,238302,6,1,5,3,57,1,1,100
6,238302,6,1,5,3,59,1,1,110
7,238302,6,1,5,3,61,1,1,145
4,238501,9,2,4,1,52,3,1,100
5,238501,9,2,4,1,54,3,1,65
6,238501,9,2,4,1,56,3,1,100
7,238501,9,2,4,1,58,3,1,100
1,238602,6,2,2,2,48,5,1,300
1,238702,7,4,3,3,33,6,1,80
1,238801,10,6,2,2,40,4,1,150
2,238801,10,6,2,2,41,4,1,100
3,238801,10,6,2,2,43,4,1,160
4,238801,10,6,2,2,45,4,1,150
7,238902,5,3,3,2,61,5,1,60
1,239202,3,2,3,2,33,7,1,300
2,239202,3,2,3,2,34,7,1,300
3,239202,3,2,3,2,36,7,1,300
4,239202,3,2,3,2,38,7,1,200
5,239202,3,2,3,2,40,7,1,400
6,239202,3,2,3,2,42,7,1,450
7,239202,3,2,3,2,44,7,1,500
3,239402,6,2,4,2,53,3,1,100
4,239402,6,2,4,2,55,3,1,100
5,239402,6,2,4,2,57,3,1,120
6,239402,6,2,4,2,59,3,1,110
7,239402,6,2,4,2,61,3,1,110
1,239602,6,2,3,3,44,5,1,100
3,239602,6,2,3,3,47,5,1,100
6,239602,6,2,3,3,53,5,1,130
1,239701,7,3,3,2,38,4,1,90
1,239903,11,2,4,2,21,7,2,40
4,239903,11,2,4,2,26,7,2,160
5,239903,11,2,4,2,28,7,2,180
6,239903,11,2,4,2,30,7,2,200
7,239903,11,2,4,2,32,7,1,200
4,240002,6,3,2,1,39,6,1,110
6,240002,6,3,2,1,43,6,1,150
1,240102,9,1,5,1,55,2,1,100
3,240102,9,1,5,1,58,2,1,120
4,240102,9,1,5,1,60,2,1,150
5,240102,9,1,5,1,62,2,1,120
6,240102,9,1,5,1,64,2,1,120
7,240102,9,1,5,1,66,2,1,50
2,240202,4,2,3,3,34,4,1,60
1,240303,3,4,2,2,53,5,1,70
2,240303,3,4,2,2,54,5,1,100
7,240304,9,4,4,3,25,7,2,150
3,240403,7,4,4,3,20,4,2,120
4,240403,7,4,4,3,22,4,2,150
1,240503,7,4,3,3,21,6,2,70
3,240503,7,4,3,3,24,6,2,150
7,240503,7,4,3,3,32,6,2,120
1,240602,9,2,3,3,36,4,1,120
2,240602,9,2,3,3,37,4,1,150
3,240602,9,2,3,3,39,4,1,150
4,240602,9,2,3,3,41,4,1,180
1,240702,6,3,5,3,44,7,1,100
2,240702,6,3,5,3,45,7,1,120
3,240702,6,3,5,3,47,7,1,90
4,240702,6,3,5,3,49,7,1,150
5,240702,6,3,5,3,51,7,1,120
6,240702,6,3,5,3,53,7,1,120
7,240702,6,3,5,3,55,7,1,200
3,240703,3,4,4,4,22,7,2,90
4,240703,3,4,4,4,24,7,2,125
5,240703,3,4,4,4,26,7,2,120
7,240703,3,4,4,4,30,7,2,170
1,240801,6,1,5,4,42,4,1,60
2,240801,6,1,5,4,43,4,1,120
3,240801,6,1,5,4,45,4,1,100
5,240801,6,1,5,4,49,4,1,100
6,240801,6,1,5,4,51,4,1,100
7,240801,6,1,5,4,53,4,1,30
4,240802,12,0,4,6,20,7,2,32
5,240802,12,0,4,6,22,7,2,70
6,240802,12,0,4,6,24,7,2,140
4,240803,12,0,4,6,19,7,2,32
5,240803,12,0,4,6,21,7,2,70
6,240803,12,0,4,6,23,7,2,80
2,240901,6,2,3,2,39,5,1,150
4,240901,6,2,3,2,43,5,1,150
5,240901,6,2,3,2,45,5,1,210
6,240901,6,2,3,2,47,5,1,190
7,240901,6,2,3,2,49,5,1,200
5,241004,6,2,3,2,45,5,1,80
6,241004,6,2,3,2,47,5,1,70
7,241004,6,2,3,2,49,5,1,150
3,241007,7,3,3,2,39,7,2,200
5,241007,7,3,3,2,43,7,2,100
6,241007,7,3,3,2,45,7,2,120
7,241007,7,3,3,2,47,7,2,130
4,241302,3,3,4,2,53,4,1,150
5,241302,3,3,4,2,55,4,1,150
6,241302,3,3,4,2,57,4,1,100
7,241302,3,3,4,2,59,4,1,150
1,241502,6,2,3,2,43,3,1,76
4,242002,12,0,4,6,53,4,1,69
1,242202,12,0,1,6,47,5,1,400
1,242302,6,2,3,2,44,4,1,120
1,242402,6,2,4,3,40,8,1,400
2,242402,6,2,4,3,41,8,1,350
1,242502,6,2,4,3,36,7,1,270
2,242502,6,2,4,3,37,7,1,250
3,242502,6,2,4,3,39,7,1,300
4,242502,6,2,4,3,41,7,1,300
5,242502,6,2,4,3,43,7,1,400
6,242502,6,2,4,3,45,7,1,450
7,242502,6,2,4,3,47,7,1,500
1,242602,7,3,3,3,46,4,1,220
1,242902,6,2,4,2,42,5,1,100
2,242902,6,2,4,2,43,5,1,200
3,242902,6,2,4,2,45,5,1,300
5,242902,6,2,4,2,49,5,1,300
6,242902,6,2,4,2,51,5,1,500
7,242902,6,2,4,2,53,5,1,300
4,242903,2,7,3,2,20,7,2,60
6,242903,2,7,3,2,24,7,2,150
1,243102,11,2,5,2,47,3,1,150
2,243102,11,2,5,2,48,3,1,100
3,243102,11,2,5,2,50,3,1,200
1,243104,5,4,4,4,21,4,2,90
2,243104,5,4,4,4,22,4,2,100
7,243104,5,4,4,4,32,4,1,40
1,243202,6,3,2,4,34,7,1,60
5,243202,6,3,2,4,41,8,1,250
6,243202,6,3,2,4,43,8,1,250
7,243202,6,3,2,4,45,8,1,300
1,243302,9,2,2,2,45,8,1,417
2,243302,9,2,2,2,46,8,1,350
3,243302,9,2,2,2,48,8,1,450
4,243302,9,2,2,2,50,8,1,400
5,243302,9,2,2,2,52,8,1,350
6,243302,9,2,2,2,54,8,1,350
7,243302,9,2,2,2,56,8,1,400
1,243402,3,7,1,1,39,7,1,375
2,243402,3,7,1,1,40,7,1,300
3,243402,3,7,1,1,42,8,1,300
4,243402,3,7,1,1,44,8,1,300
5,243402,3,7,1,1,46,8,1,450
6,243402,3,7,1,1,48,8,1,250
7,243402,3,7,1,1,50,8,1,300
5,243702,6,3,3,2,36,6,1,200
7,243702,6,3,3,2,40,6,1,80
7,244004,3,6,3,2,24,7,2,180
2,244302,3,5,2,3,37,7,1,150
1,244403,8,4,3,2,26,4,2,150
2,244403,8,4,3,2,27,4,2,100
6,244403,8,4,3,2,35,4,1,140
7,244403,8,4,3,2,37,4,1,150
1,244602,3,6,3,3,40,7,1,200
2,244602,3,6,3,3,41,7,1,200
3,244602,3,6,3,3,43,7,1,150
7,244602,3,6,3,3,51,7,1,150
1,244701,8,4,2,2,51,7,2,100
1,244801,6,2,2,2,40,7,1,150
2,244801,6,2,2,2,41,7,1,200
3,244801,6,2,2,2,43,7,1,300
4,244801,6,2,2,2,45,7,1,200
5,244801,6,2,2,2,47,7,1,300
6,244801,6,2,2,2,49,7,1,500
7,244801,6,2,2,2,51,7,1,500
1,244902,6,2,3,3,45,3,1,150
2,244902,6,2,3,3,46,3,1,100
3,244902,6,2,3,3,48,3,1,100
4,244902,6,2,3,3,50,3,1,100
5,244902,6,2,3,3,52,3,1,100
6,244902,6,2,3,3,54,3,1,150
7,244902,6,2,3,3,56,3,1,150
1,245002,9,3,5,1,43,5,1,90
2,245102,6,3,3,2,46,5,1,100
3,245102,6,3,3,2,48,5,1,90
4,245102,6,3,3,2,50,5,1,120
5,245102,6,3,3,2,52,5,1,130
6,245102,6,3,3,2,54,5,1,120
7,245102,6,3,3,2,56,5,1,150
6,245104,1,8,3,3,25,7,2,400
3,245202,3,4,3,3,42,7,1,150
4,245202,3,4,3,3,44,7,1,200
5,245202,3,4,3,3,46,7,1,150
6,245202,3,4,3,3,48,7,1,299
7,245202,3,4,3,3,50,7,1,300
3,245302,12,0,4,6,37,5,1,120
4,245302,12,0,4,6,39,5,1,90
5,245302,12,0,4,6,41,5,1,100
6,245302,12,0,4,6,43,5,1,200
7,245302,12,0,4,6,45,5,1,200
5,245402,8,4,5,4,38,7,1,120
6,245402,8,4,5,4,40,7,1,150
5,245406,7,2,4,3,61,3,1,130
6,245406,7,2,4,3,63,3,1,150
7,245406,7,2,4,3,65,3,1,100
4,245407,8,4,3,3,30,5,2,200
5,245407,8,4,3,3,32,5,2,150
1,245502,7,3,2,1,33,7,1,90
2,245502,7,3,2,1,34,7,1,60
5,245502,7,3,2,1,40,7,1,100
6,245502,7,3,2,1,42,7,1,200
7,245502,7,3,2,1,44,7,1,150
2,245602,3,6,3,2,34,7,1,60
1,245702,6,3,3,1,47,7,1,417
2,245702,6,3,3,1,48,7,1,400
3,245702,6,3,3,1,50,7,1,350
4,245702,6,3,3,1,52,7,1,500
5,245702,6,3,3,1,54,7,1,530
6,245702,6,3,3,1,56,7,1,630
7,245702,6,3,3,1,58,7,1,500
1,245902,7,1,4,3,44,3,1,120
2,245902,7,1,4,3,45,3,1,100
3,245902,7,1,4,3,47,3,1,150
4,245902,7,1,4,3,49,3,1,170
5,245902,7,1,4,3,51,3,1,250
6,245902,7,1,4,3,53,3,1,230
7,245902,7,1,4,3,55,3,1,240
5,245904,7,3,4,3,19,4,2,180
6,245904,7,3,4,3,21,6,2,191
7,245904,7,3,4,3,23,6,2,200
2,246202,6,1,4,3,60,2,1,30
3,246202,6,1,4,3,62,2,1,100
4,246202,6,1,4,3,64,2,1,60
5,246202,6,1,4,3,66,2,1,25
1,246301,6,1,2,2,38,6,1,250
2,246301,6,1,2,2,39,6,1,250
3,246301,6,1,2,2,41,6,1,380
4,246301,6,1,2,2,43,6,1,350
5,246301,6,1,2,2,45,6,1,400
6,246301,6,1,2,2,47,6,1,350
7,246301,6,1,2,2,49,6,1,400
1,246402,6,1,4,3,57,2,1,130
2,246402,6,1,4,3,58,2,1,150
3,246402,6,1,4,3,60,2,1,100
1,246502,2,3,2,2,52,5,1,400
3,246602,5,3,4,3,35,4,1,65
5,246602,5,3,4,3,39,4,1,110
6,246602,5,3,4,3,41,4,1,75
7,246602,5,3,4,3,43,4,1,75
2,246702,3,4,4,3,29,4,1,100
3,246702,3,4,4,3,31,4,1,100
4,246702,3,4,4,3,33,4,1,130
5,246702,3,4,4,3,35,4,1,200
7,246702,3,4,4,3,39,4,1,200
3,246801,4,3,3,2,35,6,1,120
4,246801,4,3,3,2,37,6,1,167
5,246801,4,3,3,2,39,6,1,210
6,246801,4,3,3,2,41,6,1,220
1,247002,6,1,5,3,37,4,1,80
2,247002,6,1,5,3,38,4,1,100
4,247002,6,1,5,3,42,4,1,120
5,247002,6,1,5,3,44,4,1,130
6,247002,6,1,5,3,46,4,1,150
7,247002,6,1,5,3,48,4,1,160
4,247402,2,4,3,3,32,6,1,55
1,247702,6,1,3,3,35,6,1,100
2,247702,6,1,3,3,36,6,1,120
3,247702,6,1,3,3,38,6,1,120
4,247702,6,1,3,3,40,6,1,150
5,247702,6,1,3,3,42,6,1,270
6,247702,6,1,3,3,44,6,1,230
7,247702,6,1,3,3,46,6,1,250
1,247802,3,3,4,3,39,4,1,85
3,247802,3,3,4,3,42,4,1,150
5,247802,3,3,4,3,46,4,1,130
6,247802,3,3,4,3,48,4,1,200
7,247802,3,3,4,3,50,4,1,150
6,247804,7,4,3,3,20,5,2,170
1,247901,2,4,2,3,47,7,1,150
2,247901,2,4,2,3,48,7,1,15
3,247901,2,4,2,3,50,7,1,140
4,247901,2,4,2,3,52,7,1,150
5,247901,2,4,2,3,54,7,1,200
6,247901,2,4,2,3,56,7,1,200
7,247901,2,4,2,3,58,7,1,200
3,248003,3,4,3,3,35,7,2,300
1,248102,3,2,3,3,39,6,1,417
3,248102,3,2,3,3,42,6,1,250
4,248102,3,2,3,3,44,6,1,450
5,248102,3,2,3,3,46,6,1,300
6,248102,3,2,3,3,48,6,1,430
4,248302,6,3,4,3,44,5,1,40
2,248402,5,2,2,3,42,5,1,50
3,248402,5,2,2,3,44,5,1,200
3,248403,7,4,4,3,19,6,2,200
6,248502,6,2,3,3,52,5,1,135
7,248502,6,2,3,3,54,5,1,160
6,248503,7,5,3,2,24,7,2,170
7,248503,7,5,3,2,26,7,2,170
3,248802,6,1,4,3,47,3,1,130
4,248802,6,1,4,3,49,3,1,130
5,248802,6,1,4,3,51,3,1,100
7,248802,6,1,4,3,55,3,1,200
2,248902,11,2,4,3,49,3,1,45
3,248902,11,2,4,3,51,3,1,60
4,248902,11,2,4,3,53,3,1,70
5,248902,11,2,4,3,55,3,1,50
6,248902,11,2,4,3,57,3,1,50
7,248902,11,2,4,3,59,3,1,50
1,249001,6,1,5,3,56,2,1,70
1,249102,5,2,3,2,39,3,1,200
3,249102,5,2,3,2,42,3,1,150
2,249202,2,3,2,2,35,6,1,30
4,249502,1,4,3,3,39,7,1,200
5,249502,1,4,3,3,41,7,1,70
6,249502,1,4,3,3,43,7,1,150
7,249502,1,4,3,3,45,7,1,180
4,249603,6,4,4,3,20,7,2,30
6,249603,6,4,4,3,24,7,2,250
7,249603,6,4,4,3,26,7,2,300
3,250001,7,2,3,2,45,4,1,50
4,250001,7,2,3,2,47,4,1,100
5,250001,7,2,3,2,49,4,1,200
6,250003,3,5,3,3,22,6,2,150
1,250302,6,2,4,3,35,3,1,150
2,250302,6,2,4,3,36,3,1,100
3,250302,6,2,4,3,38,3,1,100
4,250302,6,2,4,3,40,3,1,120
5,250302,6,2,4,3,42,3,1,150
6,250302,6,2,4,3,44,3,1,160
7,250302,6,2,4,3,46,3,1,160
1,250501,6,1,4,2,47,4,1,100
3,250501,6,1,4,2,50,4,1,250
1,250602,1,3,3,2,48,7,1,40
1,251402,3,4,3,3,36,7,1,300
2,251402,3,4,3,3,37,7,1,300
3,251402,3,4,3,3,39,7,1,250
4,251402,3,4,3,3,41,7,1,350
5,251402,3,4,3,3,43,7,1,300
6,251402,3,4,3,3,45,7,1,450
7,251402,3,4,3,3,47,7,1,450
6,251403,2,4,2,2,19,6,2,104
1,251602,3,2,4,3,38,5,1,120
2,251602,3,2,4,3,39,5,1,100
3,251602,3,2,4,3,41,5,1,100
3,251802,6,1,4,3,64,2,1,60
4,251802,6,1,4,3,66,2,1,70
5,251802,6,1,4,3,68,2,1,80
6,251802,6,1,4,3,70,2,1,80
5,251902,3,3,4,2,37,4,1,180
6,251902,3,3,4,2,39,4,1,200
7,251902,3,3,4,2,41,4,1,200
1,252002,6,1,4,3,47,4,1,85
2,252002,6,1,4,3,48,4,1,130
4,252002,6,1,4,3,52,4,1,100
1,252004,7,2,4,3,23,4,2,150
1,252102,5,2,3,3,40,4,1,140
3,252102,5,2,3,3,43,4,1,120
4,252102,5,2,3,3,45,4,1,250
5,252102,5,2,3,3,47,4,1,170
1,252302,3,3,3,3,33,4,1,131
3,252302,3,3,3,3,36,4,1,100
4,252302,3,3,3,3,38,4,1,170
7,252302,3,3,3,3,44,6,1,196
2,252801,6,1,3,3,44,5,1,200
3,252801,6,1,3,3,46,5,1,200
4,252801,6,1,3,3,48,5,1,250
5,252801,6,1,3,3,50,5,1,250
6,252801,6,1,3,3,52,5,1,250
7,252801,6,1,3,3,54,5,1,250
3,252803,5,4,3,3,22,6,2,120
4,252803,5,4,3,3,24,6,2,80
3,252901,6,1,4,3,64,1,1,130
4,252901,6,1,4,3,66,1,1,50
1,253102,5,4,2,2,48,7,1,200
2,253102,5,4,2,2,49,7,1,150
3,253102,5,4,2,2,51,7,1,400
1,253301,6,2,3,3,47,3,1,330
2,253301,6,2,3,3,48,3,1,160
3,253301,6,2,3,3,50,3,1,300
4,253301,6,2,3,3,52,3,1,285
5,253301,6,2,3,3,54,3,1,300
6,253301,6,2,3,3,56,3,1,330
7,253301,6,2,3,3,58,3,1,390
6,253302,3,4,2,3,39,6,2,350
1,253502,6,2,4,3,45,4,1,170
3,253502,6,2,4,3,48,4,1,130
4,253502,6,2,4,3,50,4,1,150
5,253502,6,2,4,3,52,4,1,100
3,253503,3,5,3,3,25,7,2,200
4,253602,6,1,3,3,62,3,1,70
5,253602,6,1,3,3,64,3,1,80
7,253602,6,1,3,3,68,3,1,27
2,253802,6,2,3,3,35,6,1,20
5,253802,6,2,3,3,41,6,1,80
4,253903,8,2,4,3,34,4,1,50
5,253903,8,2,4,3,36,6,1,150
6,253903,8,2,4,3,38,6,1,50
2,254103,3,3,3,2,24,6,2,180
4,254402,3,3,3,4,35,4,1,100
5,254402,3,3,3,4,37,4,1,120
6,254402,3,3,3,4,39,4,1,150
6,254502,6,3,3,1,51,4,1,65
4,254503,8,3,4,3,24,7,2,130
5,254503,8,3,4,3,26,7,2,150
6,254503,8,3,4,3,28,7,2,280
7,254503,8,3,4,3,30,7,2,280
6,254703,2,4,3,1,24,6,2,90
7,254703,2,4,3,1,26,6,2,120
6,254902,12,0,5,6,27,4,2,150
7,254902,12,0,5,6,29,4,2,150
1,255002,2,4,2,2,49,7,1,400
2,255002,2,4,2,2,50,7,1,30
4,255002,2,4,2,2,54,7,1,100
5,255002,2,4,2,2,56,7,1,60
6,255002,2,4,2,2,58,7,1,100
7,255002,2,4,2,2,60,7,1,70
5,255202,6,1,4,3,50,3,1,65
3,255402,6,3,3,2,35,6,1,100
5,255402,6,3,3,2,39,6,1,50
6,255402,6,3,3,2,41,6,1,50
7,255402,6,3,3,2,43,6,1,50
3,255502,3,4,2,1,33,6,1,50
4,255502,3,4,2,1,35,6,1,115
5,255502,3,4,2,1,37,6,1,180
3,255702,6,3,4,2,36,5,1,100
6,255702,6,3,4,2,42,5,1,130
7,255702,6,3,4,2,44,5,1,130
3,255902,4,4,2,3,32,7,1,130
4,255902,4,4,2,3,34,7,1,130
5,255902,4,4,2,3,36,7,1,150
6,255902,4,4,2,3,38,7,1,200
7,255902,4,4,2,3,40,7,1,400
2,256002,5,6,2,2,33,7,2,200
3,256002,5,6,2,2,35,7,2,200
4,256002,5,6,2,2,37,7,2,220
5,256002,5,6,2,2,39,7,2,250
6,256002,5,6,2,2,41,7,2,250
7,256002,5,6,2,2,43,7,2,250
2,256003,5,6,2,2,31,7,2,230
3,256003,5,6,2,2,33,7,2,300
4,256003,5,6,2,2,35,7,2,200
5,256003,5,6,2,2,37,7,2,300
6,256003,5,6,2,2,39,7,1,400
7,256003,5,6,2,2,41,7,1,400
3,256203,1,4,3,3,32,6,2,150
3,256204,1,4,3,2,30,6,2,150
4,256204,1,4,3,2,32,6,2,150
5,256204,1,4,3,2,34,6,2,200
7,256204,1,4,3,2,38,6,1,250
2,256303,4,4,3,2,33,7,2,300
3,256303,4,4,3,2,35,7,2,190
4,256303,4,4,3,2,37,7,2,370
5,256303,4,4,3,2,39,7,2,330
6,256303,4,4,3,2,41,7,2,380
7,256303,4,4,3,2,43,7,2,500
3,256305,8,4,3,3,30,5,2,250
4,256305,8,4,3,3,32,5,2,300
5,256305,8,4,3,3,34,5,2,300
3,256402,6,3,1,2,46,7,1,150
5,256402,6,3,1,2,50,7,1,150
6,256402,6,3,1,2,52,7,1,160
7,256402,6,3,1,2,54,7,1,175
4,256502,11,4,3,6,29,5,1,135
5,256502,11,4,3,6,31,5,1,190
6,256502,11,4,3,6,33,5,1,260
7,256502,11,4,3,6,35,5,1,270
2,256703,11,4,2,2,30,4,2,150
3,256703,11,4,2,2,32,4,2,200
5,256703,11,4,2,2,36,4,2,200
6,256703,11,4,2,2,38,4,2,200
7,256703,11,4,2,2,40,4,2,250
3,256704,3,4,2,2,29,6,1,100
4,256704,3,4,2,2,31,6,1,200
3,257002,3,3,3,2,52,4,1,150
4,257002,3,3,3,2,54,4,1,150
5,257002,3,3,3,2,56,4,1,100
1,257003,3,6,3,1,26,6,2,140
5,257003,3,6,3,1,33,6,1,100
1,257202,12,0,3,6,24,4,2,150
4,257302,6,1,3,3,37,5,1,35
5,257302,6,1,3,3,39,5,1,50
7,257302,6,1,3,3,43,5,1,180
4,257701,2,6,3,1,50,7,1,150
5,257701,2,6,3,1,52,7,1,150
2,257901,6,2,3,4,46,5,1,60
3,257901,6,2,3,4,48,5,1,25
4,257901,6,2,3,4,50,5,1,28
5,257901,6,2,3,4,52,5,1,64
6,257901,6,2,3,4,54,5,1,64
7,257901,6,2,3,4,56,5,1,92
3,258001,7,4,3,3,40,7,1,350
4,258001,7,4,3,3,42,7,1,170
5,258001,7,4,3,3,44,7,1,200
6,258001,7,4,3,3,46,7,1,100
7,258002,3,6,3,3,22,7,2,150
3,258103,1,6,2,2,28,8,2,300
4,258103,1,6,2,2,30,8,2,370
6,258103,1,6,2,2,34,8,1,500
7,258103,1,6,2,2,36,8,1,600
4,258104,1,6,2,2,29,8,2,100
5,258104,1,6,2,2,31,8,2,30
6,258104,1,6,2,2,33,8,2,300
1,258202,6,1,4,3,61,2,1,50
2,258202,6,1,4,3,62,2,1,50
3,258202,6,1,4,3,64,2,1,60
6,258202,6,1,4,3,70,2,1,95
7,258202,6,1,4,3,72,2,1,110
4,258502,9,1,3,3,56,2,1,12
6,258703,1,6,3,3,28,8,2,150
7,258703,1,6,3,3,30,8,2,170
1,258901,5,4,3,3,37,7,1,358
2,258901,5,4,3,3,38,7,1,300
3,258901,5,4,3,3,40,7,1,350
4,258901,5,4,3,3,42,7,1,450
5,259002,6,3,3,3,43,4,1,140
2,259101,2,6,3,2,43,5,1,100
3,259101,2,6,3,2,45,5,1,100
5,259101,2,6,3,2,49,5,1,165
6,259101,2,6,3,2,51,5,1,195
6,259102,4,6,3,3,28,7,2,240
7,259102,4,6,3,3,30,7,2,260
5,259103,4,6,3,3,21,7,2,50
7,259103,4,6,3,3,25,7,2,200
6,259202,2,6,3,3,47,7,1,200
7,259202,2,6,3,3,49,7,1,140
2,259302,3,6,2,4,32,7,1,230
3,259302,3,6,2,4,34,7,1,200
4,259302,3,6,2,4,36,7,1,250
5,259302,3,6,2,4,38,7,1,300
6,259302,3,6,2,4,40,7,1,250
7,259302,3,6,2,4,42,7,1,300
4,259502,3,6,1,2,55,7,2,130
5,259502,3,6,1,2,57,7,2,120
7,259702,3,3,2,3,47,4,1,150
1,259801,6,1,3,2,57,2,1,100
2,259801,6,1,3,2,58,2,1,110
4,259801,6,1,3,2,62,2,1,50
4,259803,3,4,3,3,36,4,1,80
5,259803,3,4,3,3,38,4,1,110
6,259803,3,4,3,3,40,4,1,130
7,259803,3,4,3,3,42,4,1,150
7,259804,4,4,3,3,21,6,2,160
1,259902,6,1,2,2,58,2,1,333
3,259902,6,1,2,2,61,2,1,120
4,259902,6,1,2,2,63,2,1,200
1,260204,6,2,4,2,30,8,1,50
3,260204,6,2,4,2,33,8,1,100
4,260204,6,2,4,2,35,8,1,58
5,260204,6,2,4,2,37,8,1,50
6,260402,9,2,3,3,46,4,1,200
1,260503,5,2,3,3,32,4,1,80
4,260503,5,2,3,3,37,4,1,150
5,260503,5,2,3,3,39,4,1,150
6,260503,5,2,3,3,41,4,1,150
7,260503,5,2,3,3,43,4,1,160
1,260602,6,1,4,2,39,4,1,80
2,260902,6,3,3,2,47,5,1,110
4,260902,6,3,3,2,51,5,1,160
4,261002,6,2,3,1,42,7,1,180
7,261002,6,2,3,1,48,7,1,165
7,261102,5,3,4,3,44,5,1,70
4,261202,6,6,3,3,48,4,1,115
5,261202,6,6,3,3,50,4,1,100
6,261202,6,6,3,3,52,4,1,160
7,261202,6,6,3,3,54,4,1,190
7,261203,1,6,3,2,23,7,2,200
3,261302,6,4,4,2,47,7,1,70
4,261302,6,4,4,2,49,7,1,200
5,261302,6,4,4,2,51,7,1,180
6,261302,6,4,4,2,53,7,1,200
1,261305,1,4,3,2,25,6,2,300
2,261305,1,4,3,2,26,6,2,200
3,261305,1,4,3,2,28,6,2,180
2,261602,6,5,2,2,33,6,1,100
5,261603,4,4,2,2,37,6,1,160
6,261603,4,4,2,2,39,6,1,150
1,261802,1,4,4,3,40,4,1,100
3,261802,1,4,4,3,43,4,1,100
4,261802,1,4,4,3,45,4,1,150
5,261802,1,4,4,3,47,4,1,180
6,261802,1,4,4,3,49,4,1,150
7,261802,1,4,4,3,51,4,1,200
3,261901,2,4,1,1,36,4,2,100
4,261901,2,4,1,1,38,4,2,150
5,261901,2,4,1,1,40,4,2,100
6,261901,2,4,1,1,42,4,1,150
7,261901,2,4,1,1,44,4,1,160
1,262002,1,4,3,2,50,5,1,200
3,262002,1,4,3,2,53,5,1,100
4,262002,1,4,3,2,55,5,1,100
5,262002,1,4,3,2,57,5,1,100
6,262002,1,4,3,2,59,5,1,100
7,262002,1,4,3,2,61,5,1,100
3,262004,4,4,3,2,30,7,2,85
4,262104,4,4,3,2,23,7,2,100
5,262104,4,4,3,2,25,7,2,150
5,262105,3,4,3,3,24,7,2,120
1,262302,9,4,3,2,29,4,1,160
4,262302,9,4,3,2,34,4,1,150
4,262304,6,2,4,3,65,3,1,95
3,262402,5,2,3,2,40,4,1,160
4,262402,5,2,3,2,42,4,1,300
5,262402,5,2,3,2,44,4,1,200
6,262402,5,2,3,2,46,4,1,300
7,262402,5,2,3,2,48,4,1,500
1,262702,9,2,3,3,39,4,1,400
1,262902,5,2,3,3,41,4,1,110
1,263003,6,3,3,3,24,6,2,150
2,263003,6,3,3,3,25,6,2,200
3,263003,6,3,3,3,27,6,2,200
1,263105,6,1,3,3,61,3,1,50
3,263302,6,3,3,3,35,6,1,130
1,263402,6,2,3,2,39,4,1,50
2,263402,6,2,3,2,40,4,1,70
2,263602,7,3,2,2,29,6,1,150
1,263702,6,2,2,2,49,4,1,70
2,263702,6,2,2,2,50,4,1,100
3,263702,6,2,2,2,52,4,1,100
4,263702,6,2,2,2,54,4,1,80
5,263702,6,2,2,2,56,4,1,40
6,263702,6,2,2,2,58,4,1,100
7,263702,6,2,2,2,60,4,1,100
6,263704,9,2,2,2,21,6,2,130
7,263704,9,2,2,2,23,6,2,140
1,263802,9,3,2,2,38,7,1,200
3,264002,4,3,2,2,42,7,1,200
7,264002,4,3,2,2,50,7,1,200
1,264102,6,2,3,2,35,6,1,80
2,264102,6,2,3,2,36,6,1,100
3,264102,6,2,3,2,38,6,1,100
4,264102,6,2,3,2,40,6,1,150
5,264102,6,2,3,2,42,6,1,180
6,264102,6,2,3,2,44,6,1,150
7,264102,6,2,3,2,46,6,1,200
1,264204,6,4,3,2,41,7,1,100
