,,성장환경,,,,개인 spec.,,,,,,일자리 특징,,,,종속변수,,,,,,,,
WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,P02ED07,P02MC01,P02ED16,WCSEL01,PP99RA,WCKD,WCEMP,JOBSAL,P03SJ01,P03RT04,P03JH03,P06SJ01,P06RT04,W10EJ01B,W09SJ01,W09TW09D
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,고등학교 종류,대학전공,대학소재지,일자리구분(정규/비정규),직위,직장종류,사업체 직원 수,월 급여,첫 직장입직,첫 직장 퇴직,첫직장 유지,새로운 일자리 입직,하던일 퇴직,최근 일자리 그만둔 시점,이전일자리 입직,이전일자리 퇴직
1,90602,2,4,3,3,48,5,1,1,,,,,,,,1992,1996,2,,,1996,1992,1996
2,90602,2,4,3,3,49,5,1,,,,,,,,,,,,,,,,
1,90603,7,4,3,3,23,6,2,3,5,8,,,,,,2006,2007,2,,,2007,2006,2007
2,90603,7,4,3,3,24,6,2,,,,,,,,,,,,,,,,
1,90702,6,3,4,3,34,4,1,3,,,2,1,1,4,110,1991,1992,2,1996,,,2004,2005
2,90702,6,3,4,3,35,4,1,,,,1,1,1,4,100,,,,,,,,
3,90702,6,3,4,3,37,4,1,,,,1,1,1,4,180,,,,,,,,
4,90702,6,3,4,3,39,4,1,,,,1,1,1,4,220,,,,,,,,
5,90702,6,3,4,3,41,4,1,,,,1,1,1,4,250,,,,,,,,
6,90702,6,3,4,3,43,4,1,,,,1,1,1,4,250,,,,,,,,
1,90802,6,2,2,2,60,3,1,,,,,,,,,1993,2007,2,,,2007,1993,2007
2,90802,6,2,2,2,61,3,1,,,,,,,,,,,,,,,,
3,90802,6,2,2,2,63,3,1,,,,,,,,,,,,,,,,
4,90802,6,2,2,2,65,3,1,,,,,,,,,,,,,,,,
5,90802,6,2,2,2,67,3,1,,,,,,,,,,,,,,,,
6,90802,6,2,2,2,69,3,1,,,,,,,,,,,,,,,,
7,90802,6,2,2,2,71,3,1,,,,,,,,,,,,,,,,
1,90901,5,4,3,1,23,7,2,1,14,1,,,,,,,,,,,2005,2005,2005
2,90901,5,4,3,1,24,7,2,,,,,,,,,,,,,,,,
3,90901,5,4,3,1,26,7,2,,,,1,1,6,5,200,,,,,,,,
5,90901,5,4,3,1,30,7,1,,,,1,1,6,4,230,,,,,,,,
6,90901,5,4,3,1,32,7,1,,,,1,1,6,4,250,,,,,,,,
7,90901,5,4,3,1,34,7,1,,,,1,1,6,4,300,,,,,,,,
1,91001,4,4,4,1,25,7,2,1,1,1,,,,,,,,,,,,,
1,91101,4,6,3,2,29,7,2,1,12,6,2,1,7,3,120,2000,2001,2,,,,2006,2006
3,91101,4,6,3,2,32,7,2,,,,2,1,6,2,60,,,,,,,,
4,91101,4,6,3,2,34,7,2,,,,2,1,6,4,150,,,,,,,,
5,91101,4,6,3,2,36,7,2,,,,2,1,6,4,80,,,,,,,,
6,91101,4,6,3,2,38,7,2,,,,,2,,,300,,,,,,,,
7,91101,4,6,3,2,40,7,2,,,,,2,,,300,,,,,,,,
3,91103,6,2,4,3,56,4,1,3,,,,2,,,,1973,1976,2,,,,1978,1980
5,91103,6,2,4,3,60,4,1,,,,,3,,,,,,,,,,,
3,91104,7,4,3,2,30,7,2,1,2,1,,2,,,200,2003,2009,2,,,,2003,2009
5,91104,7,4,3,2,34,7,2,,,,,2,,,300,,,,,,,,
1,91201,4,4,3,2,21,7,2,2,7,1,,,,,,,,,,,2007,2007,2007
2,91201,4,4,3,2,22,7,2,,,,,,,,,,,,,,,,
1,91302,6,3,4,2,44,5,1,1,,,,2,,,150,1981,1982,2,,1987,,1995,1997
2,91302,6,3,4,2,45,5,1,,,,,2,,,200,,,,,,,,
3,91302,6,3,4,2,47,5,1,,,,,,,,,,,,,,,,
4,91302,6,3,4,2,49,5,1,,,,,5,,,50,,,,,,,,
5,91302,6,3,4,2,51,5,1,,,,,5,,,100,,,,,,,,
6,91302,6,3,4,2,53,5,1,,,,,5,,,100,,,,,,,,
7,91302,6,3,4,2,55,5,1,,,,,5,,,140,,,,,,,,
1,91402,8,3,1,1,60,5,1,1,,,,,,,,,,,,,,,
1,91502,3,7,2,2,36,7,1,1,5,4,,,,,,1994,1995,2,1999,,2005,1999,2005
3,91502,3,7,2,2,39,7,1,,,,,2,,,150,,,,,,,,
4,91502,3,7,2,2,41,7,1,,,,,,,,,,,,,,,,
5,91502,3,7,2,2,43,7,1,,,,,,,,,,,,,,,,
6,91502,3,7,2,2,45,7,1,,,,,,,,,,,,,,,,
7,91502,3,7,2,2,47,7,1,,,,,,,,,,,,,,,,
1,91602,6,3,4,1,34,6,1,2,4,6,,,,,,1994,1994,2,,1998,2006,2005,2006
2,91602,6,3,4,1,35,6,1,,,,,,,,,,,,,,,,
3,91602,6,3,4,1,37,6,1,,,,,,,,,,,,,,,,
1,91702,1,4,2,3,30,5,1,1,,,,,,,,,,,,,,,
1,91802,7,4,3,3,36,6,1,3,12,1,,,,,,1989,1997,2,,,1995,1989,1995
1,91902,6,1,5,3,39,4,1,3,,,,3,,,0,1987,1995,2,,1995,,,
2,91902,6,1,5,3,40,4,1,,,,,3,,,80,,,,,,,,
3,91902,6,1,5,3,42,4,1,,,,,3,,,,,,,,,,,
4,91902,6,1,5,3,44,4,1,,,,2,1,1,3,120,,,,,,,,
1,92001,5,3,3,3,49,5,1,1,,,1,1,5,5,250,1977,1981,2,,,,,
2,92001,5,3,3,3,50,5,1,,,,1,1,1,2,200,,,,,,,,
3,92001,5,3,3,3,52,5,1,,,,1,1,1,2,150,,,,,,,,
4,92001,5,3,3,3,54,5,1,,,,1,1,1,3,200,,,,,,,,
5,92001,5,3,3,3,56,5,1,,,,2,1,1,1,170,,,,,,,,
6,92001,5,3,3,3,58,5,1,,,,2,1,1,1,192,,,,,,,,
7,92001,5,3,3,3,60,5,1,,,,,,,,,,,,,,,,
5,92003,4,4,4,5,19,7,2,2,4,1,2,1,1,1,25,,,,,,,,
6,92003,4,4,4,5,21,7,2,,,,,,,,,,,,,,,,
7,92003,4,4,4,5,23,7,2,,,,,,,,,,,,,,,,
1,92102,6,2,3,2,31,6,1,1,5,3,,,,,,1997,2007,2,,2007,2007,1997,2007
2,92102,6,2,3,2,32,6,1,,,,2,1,1,4,80,,,,,,,,
3,92102,6,2,3,2,34,6,1,,,,2,1,1,2,85,,,,,,,,
4,92102,6,2,3,2,36,6,1,,,,2,1,1,3,100,,,,,,,,
5,92102,6,2,3,2,38,6,1,,,,2,1,1,4,110,,,,,,,,
6,92102,6,2,3,2,40,6,1,,,,,,,,,,,,,,,,
7,92102,6,2,3,2,42,6,1,,,,,,,,,,,,,,,,
1,92202,9,3,4,3,34,7,1,1,5,6,,,,,,1996,2001,2,,2001,2001,,
2,92202,9,3,4,3,35,7,1,,,,,,,,,,,,,,,,
3,92202,9,3,4,3,37,7,1,,,,2,1,1,1,54,,,,,,,,
4,92202,9,3,4,3,39,7,1,,,,,5,,,120,,,,,,,,
5,92202,9,3,4,3,41,7,1,,,,2,1,1,3,120,,,,,,,,
6,92202,9,3,4,3,43,7,1,,,,2,1,1,2,150,,,,,,,,
1,92302,9,1,2,3,50,5,1,1,,,,,,,,1978,1980,2,,1980,1980,,
2,92302,9,1,2,3,51,5,1,,,,,,,,,,,,,,,,
3,92302,9,1,2,3,53,5,1,,,,,,,,,,,,,,,,
4,92302,9,1,2,3,55,5,1,,,,,,,,,,,,,,,,
5,92302,9,1,2,3,57,5,1,,,,,,,,,,,,,,,,
6,92302,9,1,2,3,59,5,1,,,,,,,,,,,,,,,,
7,92302,9,1,2,3,61,5,1,,,,,,,,,,,,,,,,
1,92402,3,4,3,3,44,7,1,1,14,1,,,,,,1986,1987,2,,,1987,,
2,92402,3,4,3,3,45,7,1,,,,,,,,,,,,,,,,
3,92402,3,4,3,3,47,7,1,,,,,,,,,,,,,,,,
4,92402,3,4,3,3,49,7,1,,,,,,,,,,,,,,,,
1,92502,4,4,3,2,34,7,1,1,1,1,,,,,,1994,1998,2,,,1998,,
2,92502,4,4,3,2,35,7,1,,,,,,,,,,,,,,,,
3,92502,4,4,3,2,37,7,1,,,,,,,,,,,,,,,,
4,92502,4,4,3,2,39,7,1,,,,,,,,,,,,,,,,
5,92502,4,4,3,2,41,7,1,,,,,,,,,,,,,,,,
6,92502,4,4,3,2,43,7,1,,,,,,,,,,,,,,,,
7,92502,4,4,3,2,45,7,1,,,,2,1,1,1,90,,,,,,,,
1,92602,12,4,3,6,34,8,1,1,14,11,,,,,,1996,2005,2,,,2005,,
2,92602,12,4,3,6,35,8,1,,,,,,,,,,,,,,,,
3,92602,12,4,3,6,37,8,1,,,,,,,,,,,,,,,,
4,92602,12,4,3,6,39,8,1,,,,,,,,,,,,,,,,
5,92602,12,4,3,6,41,8,1,,,,1,1,6,4,300,,,,,,,,
6,92602,12,4,3,6,43,8,1,,,,1,1,6,4,300,,,,,,,,
7,92602,12,4,3,6,45,8,1,,,,1,1,6,4,300,,,,,,,,
1,92702,6,1,4,3,62,3,1,,,,,,,,,,,,,,,,
1,92802,2,6,3,2,34,5,1,1,,,,,,,,1994,1998,2,,1998,1998,,
2,92802,2,6,3,2,35,5,1,,,,,,,,,,,,,,,,
3,92802,2,6,3,2,37,5,1,,,,,,,,,,,,,,,,
5,92802,2,6,3,2,41,5,1,,,,1,1,1,4,75,,,,,,,,
6,92802,2,6,3,2,43,5,1,,,,1,1,1,3,100,,,,,,,,
7,92802,2,6,3,2,45,5,1,,,,2,1,1,1,100,,,,,,,,
1,92902,5,6,3,2,40,5,1,1,,,,,,,,1986,1997,2,,,,,
2,92902,5,6,3,2,41,5,1,,,,,,,,,,,,,,,,
3,92902,5,6,3,2,43,5,1,,,,,,,,,,,,,,,,
1,93002,2,3,3,3,35,7,1,1,9,1,2,1,1,2,150,1992,1994,2,,,,1997,2005
2,93002,2,3,3,3,36,7,1,,,,,,,,,,,,,,,,
3,93002,2,3,3,3,38,7,1,,,,,,,,,,,,,,,,
4,93002,2,3,3,3,40,7,1,,,,,,,,,,,,,,,,
5,93002,2,3,3,3,42,7,1,,,,,,,,,,,,,,,,
6,93002,2,3,3,3,44,7,1,,,,2,1,1,3,100,,,,,,,,
7,93002,2,3,3,3,46,7,1,,,,,2,,,200,,,,,,,,
1,93102,7,1,4,2,35,4,1,3,,,,,,,,1990,1990,2,1998,,2005,2003,2005
2,93102,7,1,4,2,36,4,1,,,,,,,,,,,,,,,,
3,93102,7,1,4,2,38,4,1,,,,2,1,1,4,120,,,,,,,,
4,93102,7,1,4,2,40,4,1,,,,,5,,,130,,,,,,,,
5,93102,7,1,4,2,42,4,1,,,,1,1,1,2,130,,,,,,,,
6,93102,7,1,4,2,44,4,1,,,,1,1,1,2,300,,,,,,,,
1,93202,2,4,3,1,43,5,1,2,,,,,,,,1983,1984,2,,,2005,2004,2005
2,93202,2,4,3,1,44,5,1,,,,,,,,,,,,,,,,
3,93202,2,4,3,1,46,5,1,,,,2,1,1,3,100,,,,,,,,
4,93202,2,4,3,1,48,5,1,,,,2,1,1,2,85,,,,,,,,
5,93202,2,4,3,1,50,5,1,,,,2,1,1,3,90,,,,,,,,
6,93202,2,4,3,1,52,5,1,,,,,,,,,,,,,,,,
7,93202,2,4,3,1,54,5,1,,,,2,1,9,4,110,,,,,,,,
1,93302,3,3,2,3,42,7,1,3,6,1,1,1,4,7,500,1984,1989,2,,,,1984,1989
2,93302,3,3,2,3,43,7,1,,,,1,1,-9,6,417,,,,,,,,
3,93302,3,3,2,3,45,7,1,,,,1,1,1,6,350,,,,,,,,
4,93302,3,3,2,3,47,7,1,,,,1,1,1,7,700,,,,,,,,
5,93302,3,3,2,3,49,7,1,,,,1,1,1,7,500,,,,,,,,
6,93302,3,3,2,3,51,7,1,,,,1,1,1,7,400,,,,,,,,
7,93302,3,3,2,3,53,7,1,,,,1,1,1,4,600,,,,,,,,
1,93402,4,2,3,1,39,4,1,3,,,,,,,,2000,2005,2,2000,,2005,,
2,93402,4,2,3,1,40,4,1,,,,,,,,,,,,,,,,
3,93402,4,2,3,1,42,4,1,,,,,2,,,-9,,,,,,,,
4,93402,4,2,3,1,44,4,1,,,,,,,,,,,,,,,,
5,93402,4,2,3,1,46,4,1,,,,,,,,,,,,,,,,
6,93402,4,2,3,1,48,4,1,,,,2,1,2,2,140,,,,,,,,
7,93402,4,2,3,1,50,4,1,,,,2,1,1,3,200,,,,,,,,
1,93502,2,6,3,2,46,6,1,1,10,12,,,,,,1983,1985,2,,1985,1985,,
2,93502,2,6,3,2,47,6,1,,,,,,,,,,,,,,,,
3,93502,2,6,3,2,49,6,1,,,,,,,,,,,,,,,,
1,93602,1,4,2,2,39,7,1,1,1,8,,,,,,1991,1993,2,,,1993,,
2,93602,1,4,2,2,40,7,1,,,,1,1,1,2,150,,,,,,,,
7,93602,1,4,2,2,50,7,1,,,,1,1,1,2,250,,,,,,,,
1,93702,3,4,3,2,35,8,1,1,3,1,2,1,1,1,140,1993,1998,2,,,,2001,2004
2,93702,3,4,3,2,36,8,1,,,,,2,,,100,,,,,,,,
1,93802,9,3,3,3,36,4,1,3,,,,,,,,1990,1992,2,,,2007,1995,2007
1,93902,4,2,3,3,43,7,1,1,1,1,,,,,,1989,1992,2,,1992,1994,1992,1994
1,94002,2,7,3,2,39,7,1,2,4,1,,,,,,1993,1993,2,,,1993,1993,1993
2,94002,2,7,3,2,40,7,1,,,,,,,,,,,,,,,,
3,94002,2,7,3,2,42,7,1,,,,,,,,,,,,,,,,
4,94002,2,7,3,2,44,7,1,,,,,,,,,,,,,,,,
5,94002,2,7,3,2,46,7,1,,,,,,,,,,,,,,,,
6,94002,2,7,3,2,48,7,1,,,,,,,,,,,,,,,,
7,94002,2,7,3,2,50,7,1,,,,,,,,,,,,,,,,
6,94003,1,7,3,3,20,7,2,1,-9,-9,,,,,,,,,,,,,
1,94101,2,5,3,3,48,7,1,1,6,1,,,,,,,,,,,,,
2,94101,2,5,3,3,49,7,1,,,,,,,,,,,,,,,,
3,94101,2,5,3,3,51,7,1,,,,,,,,,,,,,,,,
4,94101,2,5,3,3,53,7,1,,,,,,,,,,,,,,,,
5,94101,2,5,3,3,55,7,1,,,,,,,,,,,,,,,,
6,94101,2,5,3,3,57,7,1,,,,,,,,,,,,,,,,
7,94101,2,5,3,3,59,7,1,,,,,,,,,,,,,,,,
3,94103,1,6,2,2,25,7,2,1,5,1,1,1,1,6,250,2010,,1,,,,,
4,94103,1,6,2,2,27,7,2,,,,1,1,1,7,300,,,,,,,,
5,94103,1,6,2,2,29,7,2,,,,1,1,1,7,300,,,,,,,,
6,94103,1,6,2,2,31,7,1,,,,1,1,1,7,350,,,,,,,,
7,94103,1,6,2,2,33,7,1,,,,1,1,1,4,400,,,,,,,,
1,94202,1,6,2,1,38,7,1,2,6,3,,,,,,,,,,,,,
2,94202,1,6,2,1,39,7,1,,,,,,,,,,,,,,,,
3,94202,1,6,2,1,41,7,1,,,,,,,,,,,,,,,,
4,94202,1,6,2,1,43,7,1,,,,,,,,,,,,,,,,
5,94202,1,6,2,1,45,7,1,,,,,,,,,,,,,,,,
6,94202,1,6,2,1,47,7,1,,,,,,,,,,,,,,,,
7,94202,1,6,2,1,49,7,1,,,,,,,,,,,,,,,,
5,94203,3,7,2,2,22,7,2,1,1,1,,,,,,,,,,,,,
6,94203,3,7,2,2,24,7,2,,,,1,1,1,7,420,,,,,,,,
7,94203,3,7,2,2,26,7,2,,,,1,1,1,7,350,,,,,,,,
4,94302,7,3,2,2,65,5,1,1,,,,,,,,1967,1973,2,,1973,,,
1,94304,4,4,3,1,31,7,1,1,2,1,,,,,,1996,1998,2,,,2007,2001,2007
2,94304,4,4,3,1,32,7,1,,,,,,,,,,,,,,,,
3,94304,4,4,3,1,34,7,1,,,,,,,,,,,,,,,,
4,94304,4,4,3,1,36,7,1,,,,,,,,,,,,,,,,
1,94402,3,6,2,2,54,7,1,1,6,1,,,,,,,,,,,,,
2,94402,3,6,2,2,55,7,1,,,,,,,,,,,,,,,,
1,94502,2,4,2,1,40,7,1,1,13,9,,,,,,1989,1994,2,,1994,1994,1989,1994
2,94502,2,4,2,1,41,7,1,,,,,,,,,,,,,,,,
3,94502,2,4,2,1,43,7,1,,,,,,,,,,,,,,,,
4,94502,2,4,2,1,45,7,1,,,,,,,,,,,,,,,,
5,94502,2,4,2,1,47,7,1,,,,,,,,,,,,,,,,
6,94502,2,4,2,1,49,7,1,,,,,,,,,,,,,,,,
7,94502,2,4,2,1,51,7,1,,,,,,,,,,,,,,,,
1,94602,12,4,4,6,53,5,1,1,,,,,,,,1970,1973,2,,,1973,1970,1973
2,94602,12,4,4,6,54,5,1,,,,,,,,,,,,,,,,
3,94602,12,4,4,6,56,5,1,,,,,2,,,250,,,,,,,,
4,94602,12,4,4,6,58,5,1,,,,,2,,,300,,,,,,,,
5,94602,12,4,4,6,60,5,1,,,,,,,,,,,,,,,,
6,94602,12,4,4,6,62,5,1,,,,1,1,1,3,150,,,,,,,,
7,94602,12,4,4,6,64,5,1,,,,,,,,,,,,,,,,
1,94702,1,4,2,-9,40,7,1,2,5,5,,,,,,,,,,,,,
1,94802,2,6,2,2,53,7,1,2,4,1,,,,,,,,,,,,,
1,94902,3,4,3,3,39,7,1,1,14,1,1,1,1,1,135,1997,1998,2,,1996,,2002,2005
2,94902,3,4,3,3,40,7,1,,,,1,1,1,1,180,,,,,,,,
3,94902,3,4,3,3,42,7,1,,,,1,1,1,1,80,,,,,,,,
1,95002,11,2,4,4,45,4,1,3,,,1,1,1,2,150,1985,1986,2,,,,1985,1986
2,95002,11,2,4,4,46,4,1,,,,1,1,1,1,140,,,,,,,,
3,95002,11,2,4,4,48,4,1,,,,1,1,1,2,150,,,,,,,,
4,95002,11,2,4,4,50,4,1,,,,1,1,1,5,100,,,,,,,,
5,95002,11,2,4,4,52,4,1,,,,1,1,1,5,140,,,,,,,,
6,95002,11,2,4,4,54,4,1,,,,1,1,1,5,140,,,,,,,,
7,95002,11,2,4,4,56,4,1,,,,1,1,1,4,140,,,,,,,,
4,95003,11,6,3,3,22,6,2,1,10,8,1,1,1,6,90,2012,,1,,,,,
5,95003,11,6,3,3,24,6,2,,,,1,1,1,6,230,,,,,,,,
6,95003,11,6,3,3,26,6,2,,,,1,1,1,6,250,,,,,,,,
7,95003,11,6,3,3,28,6,2,,,,1,1,1,6,250,,,,,,,,
1,95102,12,6,3,6,34,5,1,1,,,,,,,,1994,1999,2,2000,,2000,2000,2000
2,95102,12,6,3,6,35,5,1,,,,,,,,,,,,,,,,
3,95102,12,6,3,6,37,5,1,,,,,,,,,,,,,,,,
1,95202,6,2,5,4,40,4,1,3,,,,,,,,1982,1991,2,,1991,1991,1982,1991
2,95202,6,2,5,4,41,4,1,,,,,,,,,,,,,,,,
3,95202,6,2,5,4,43,4,1,,,,,,,,,,,,,,,,
4,95202,6,2,5,4,45,4,1,,,,,,,,,,,,,,,,
5,95202,6,2,5,4,47,4,1,,,,,,,,,,,,,,,,
6,95202,6,2,5,4,49,4,1,,,,,,,,,,,,,,,,
7,95202,6,2,5,4,51,4,1,,,,,,,,,,,,,,,,
4,95204,5,3,4,3,19,6,2,3,10,8,2,1,1,1,80,,,,,,,,
5,95204,5,3,4,3,21,6,2,,,,,,,,,,,,,,,,
6,95204,5,3,4,3,23,6,2,,,,1,1,1,5,150,,,,,,,,
1,95301,6,2,3,1,58,2,1,,,,1,1,1,3,59,1987,2004,2,,,,1987,2004
2,95301,6,2,3,1,59,2,1,,,,1,1,1,2,60,,,,,,,,
3,95301,6,2,3,1,61,2,1,,,,1,1,1,1,80,,,,,,,,
4,95301,6,2,3,1,63,2,1,,,,1,1,1,3,80,,,,,,,,
1,95402,6,2,3,1,56,4,1,3,,,1,1,1,1,150,2000,2004,2,,,,2000,2004
2,95402,6,2,3,1,57,4,1,,,,1,1,1,1,140,,,,,,,,
3,95402,6,2,3,1,59,4,1,,,,1,1,1,1,70,,,,,,,,
4,95402,6,2,3,1,61,4,1,,,,1,1,1,5,160,,,,,,,,
5,95402,6,2,3,1,63,4,1,,,,,,,,,,,,,,,,
1,95501,2,4,2,2,34,6,2,1,3,8,,2,,,417,1995,,1,,,,,
2,95501,2,4,2,2,35,6,2,,,,,2,,,500,,,,,,,,
3,95501,2,4,2,2,37,6,1,,,,,,,,,,,,,,,,
4,95501,2,4,2,2,39,6,1,,,,,,,,,,,,,,,,
5,95501,2,4,2,2,41,6,1,,,,,,,,,,,,,,,,
6,95501,2,4,2,2,43,6,1,,,,,,,,,,,,,,,,
7,95501,2,4,2,2,45,6,1,,,,,,,,,,,,,,,,
1,95601,5,2,3,3,44,7,2,2,1,1,,2,,,150,1987,1989,2,,,,1992,2004
2,95601,5,2,3,3,45,7,2,,,,,2,,,50,,,,,,,,
3,95601,5,2,3,3,47,7,2,,,,,2,,,400,,,,,,,,
1,95701,3,6,3,1,23,6,2,3,3,8,1,1,1,2,110,2003,2003,2,,,,2003,2003
2,95701,3,6,3,1,24,6,2,,,,1,1,4,1,133,,,,,,,,
1,95801,12,6,5,6,60,2,1,,,,,2,,,100,1989,1994,2,,,,1989,1994
2,95801,12,6,5,6,61,2,1,,,,,2,,,200,,,,,,,,
1,95902,5,4,2,3,34,7,1,1,14,1,,,,,,1998,2002,2,,2002,2002,,
2,95902,5,4,2,3,35,7,1,,,,,3,,,0,,,,,,,,
3,95902,5,4,2,3,37,7,1,,,,,,,,,,,,,,,,
4,95902,5,4,2,3,39,7,1,,,,,,,,,,,,,,,,
5,95902,5,4,2,3,41,7,1,,,,,,,,,,,,,,,,
6,95902,5,4,2,3,43,7,1,,,,,,,,,,,,,,,,
7,95902,5,4,2,3,45,7,1,,,,,,,,,,,,,,,,
1,96002,6,2,4,1,52,3,1,,,,,2,,,300,1975,1976,2,,,,1975,1976
2,96002,6,2,4,1,53,3,1,,,,,2,,,140,,,,,,,,
3,96002,6,2,4,1,55,3,1,,,,,2,,,100,,,,,,,,
4,96002,6,2,4,1,57,3,1,,,,,2,,,150,,,,,,,,
5,96002,6,2,4,1,59,3,1,,,,,2,,,100,,,,,,,,
6,96002,6,2,4,1,61,3,1,,,,,2,,,120,,,,,,,,
7,96002,6,2,4,1,63,3,1,,,,,,,,,,,,,,,,
1,96102,12,2,3,6,60,4,1,3,,,,,,,,1993,2004,2,,,2004,,
4,96102,12,2,3,6,65,4,1,,,,,,,,,,,,,,,,
1,96202,3,6,2,2,40,6,1,4,13,8,,,,,,1987,1989,2,,1989,2003,2000,2003
2,96202,3,6,2,2,41,6,1,,,,,,,,,,,,,,,,
3,96202,3,6,2,2,43,6,1,,,,,,,,,,,,,,,,
4,96202,3,6,2,2,45,6,1,,,,,,,,,,,,,,,,
5,96202,3,6,2,2,47,6,1,,,,,,,,,,,,,,,,
6,96202,3,6,2,2,49,6,1,,,,,,,,,,,,,,,,
7,96202,3,6,2,2,51,6,1,,,,2,1,9,3,100,,,,,,,,
1,96302,9,2,4,3,40,7,1,3,3,1,1,1,3,7,400,1986,,1,,,,,
2,96302,9,2,4,3,41,7,1,,,,1,1,3,7,450,,,,,,,,
3,96302,9,2,4,3,43,7,1,,,,1,1,3,7,-9,,,,,,,,
4,96302,9,2,4,3,45,7,1,,,,1,1,3,7,500,,,,,,,,
5,96302,9,2,4,3,47,7,1,,,,1,1,3,5,580,,,,,,,,
6,96302,9,2,4,3,49,7,1,,,,1,1,3,7,500,,,,,,,,
1,96402,1,7,3,2,43,7,1,1,12,3,,,,,,1988,2005,2,,,2005,1988,2005
2,96402,1,7,3,2,44,7,1,,,,,,,,,,,,,,,,
3,96402,1,7,3,2,46,7,1,,,,,,,,,,,,,,,,
4,96402,1,7,3,2,48,7,1,,,,,,,,,,,,,,,,
5,96402,1,7,3,2,50,7,1,,,,,,,,,,,,,,,,
6,96402,1,7,3,2,52,7,1,,,,2,1,2,4,60,,,,,,,,
7,96402,1,7,3,2,54,7,1,,,,2,1,4,3,40,,,,,,,,
5,96404,3,6,2,1,19,7,2,2,5,1,,2,,,40,,,,,,,,
6,96404,3,6,2,1,21,7,2,,,,,2,,,130,,,,,,,,
7,96404,3,6,2,1,23,7,2,,,,2,1,1,7,350,,,,,,,,
1,96502,2,6,3,3,46,7,1,1,6,12,,,,,,1984,1987,2,,,1987,1984,1987
2,96502,2,6,3,3,47,7,1,,,,,,,,,,,,,,,,
3,96502,2,6,3,3,49,7,1,,,,,,,,,,,,,,,,
1,96602,1,4,3,1,52,4,1,3,,,1,1,1,3,100,1975,1979,2,,,,1975,1979
1,96701,8,2,4,2,24,6,2,1,1,8,2,1,4,5,100,2005,2006,2,,,,2005,2006
2,96701,8,2,4,2,25,6,2,,,,2,1,1,3,130,,,,,,,,
3,96701,8,2,4,2,27,6,2,,,,2,1,1,3,200,,,,,,,,
4,96701,8,2,4,2,29,6,2,,,,1,1,1,4,220,,,,,,,,
1,96802,9,2,3,3,36,6,1,3,14,8,,,,,,1991,1994,2,,,2001,1999,2001
2,96802,9,2,3,3,37,6,1,,,,,,,,,,,,,,,,
3,96802,9,2,3,3,39,6,1,,,,,4,,,,,,,,,,,
4,96802,9,2,3,3,41,6,1,,,,,,,,,,,,,,,,
7,96802,9,2,3,3,47,6,1,,,,1,1,1,5,150,,,,,,,,
1,96902,1,6,2,4,39,7,1,1,1,1,2,1,3,7,100,1990,1996,2,,,,1990,1996
2,96902,1,6,2,4,40,7,1,,,,2,1,4,4,100,,,,,,,,
3,96902,1,6,2,4,42,7,1,,,,2,1,1,6,100,,,,,,,,
4,96902,1,6,2,4,44,7,1,,,,2,1,1,1,110,,,,,,,,
5,96902,1,6,2,4,46,7,1,,,,2,1,1,1,70,,,,,,,,
7,96902,1,6,2,4,50,7,1,,,,2,1,1,7,100,,,,,,,,
1,97002,5,2,3,3,39,4,1,3,,,,,,,,1987,1995,2,,1995,2005,2004,2005
2,97002,5,2,3,3,40,4,1,,,,,,,,,,,,,,,,
3,97002,5,2,3,3,42,4,1,,,,,,,,,,,,,,,,
1,97102,6,3,3,3,45,5,1,1,,,1,1,3,3,250,1983,1988,2,,1988,,1983,1988
5,97102,6,3,3,3,52,5,1,,,,,,,,,,,,,,,,
5,97103,2,6,2,1,22,7,2,1,4,1,2,1,4,7,60,2014,,1,,,,,
1,97202,7,2,3,2,43,7,1,1,14,11,,,,,,1988,1994,2,,,1994,1988,1994
1,97302,1,6,2,2,36,7,1,1,1,1,1,1,2,4,300,1993,1995,2,1998,,,1993,1995
2,97302,1,6,2,2,37,7,1,,,,1,1,1,3,400,,,,,,,,
3,97302,1,6,2,2,39,7,1,,,,1,1,1,4,300,,,,,,,,
1,97402,2,7,3,2,46,8,1,2,11,1,1,1,4,5,300,1985,1991,2,,,,2000,2003
2,97402,2,7,3,2,47,8,1,,,,1,1,4,5,330,,,,,,,,
3,97402,2,7,3,2,49,8,1,,,,1,1,1,5,300,,,,,,,,
4,97402,2,7,3,2,51,8,1,,,,1,1,1,5,400,,,,,,,,
5,97402,2,7,3,2,53,8,1,,,,1,1,1,5,360,,,,,,,,
6,97402,2,7,3,2,55,8,1,,,,1,1,1,5,200,,,,,,,,
7,97402,2,7,3,2,57,8,1,,,,1,1,1,4,350,,,,,,,,
1,97501,12,7,4,6,54,5,1,1,,,,,,,,1996,2000,2,1996,,2006,2005,2006
1,97602,1,7,3,2,28,7,1,1,1,1,,,,,,2002,2005,2,,,2006,2002,2006
2,97602,1,7,3,2,29,7,1,,,,,,,,,,,,,,,,
1,97702,6,1,5,3,56,3,1,,,,,,,,,1990,2000,2,,,2007,2005,2007
2,97702,6,1,5,3,57,3,1,,,,,,,,,,,,,,,,
