age,JOBSAL,working_y,marry_no,univ_in_seoul,fulltime_job,univ_grad
30.0,200.0,8,1,0,1,1
32.0,250.0,6,1,0,1,1
31.0,200.0,4,1,0,1,1
56.0,180.0,8,0,0,0,0
47.0,130.0,1,0,0,0,0
36.0,100.0,14,0,0,0,0
47.0,100.0,9,0,0,1,0
57.0,60.0,3,0,0,0,0
35.0,250.0,2,0,0,1,0
33.0,167.0,3,0,1,1,1
33.0,200.0,2,0,1,0,1
32.0,200.0,3,0,0,0,0
27.0,150.0,2,0,0,1,0
31.0,100.0,1,0,0,1,0
33.0,300.0,5,0,1,1,1
25.0,140.0,6,0,0,1,0
33.0,120.0,6,1,1,1,1
26.0,160.0,1,1,0,1,0
36.0,120.0,9,0,1,0,1
32.0,30.0,4,0,1,0,1
35.0,125.0,5,0,1,1,1
37.0,130.0,3,0,0,1,0
37.0,150.0,4,0,1,1,1
30.0,250.0,1,1,0,1,1
28.0,130.0,2,1,0,1,1
25.0,130.0,3,1,0,1,1
25.0,150.0,1,1,1,0,1
31.0,120.0,5,1,0,1,1
28.0,140.0,2,0,0,1,0
26.0,150.0,3,1,0,1,1
27.0,167.0,4,1,1,1,1
33.0,250.0,1,1,0,1,0
23.0,120.0,1,0,0,0,0
38.0,110.0,6,0,0,1,0
26.0,300.0,2,1,1,1,1
27.0,100.0,3,0,1,1,1
29.0,200.0,1,1,0,0,0
38.0,200.0,11,0,0,0,1
30.0,300.0,6,0,0,1,0
44.0,40.0,4,0,1,0,1
38.0,270.0,2,1,1,1,1
36.0,80.0,2,1,1,0,1
39.0,150.0,3,0,1,1,1
38.0,200.0,4,0,1,0,1
34.0,150.0,7,0,0,0,0
28.0,200.0,3,0,0,1,0
32.0,98.0,3,0,0,1,0
26.0,170.0,3,1,0,0,1
41.0,120.0,5,0,0,0,1
37.0,225.0,11,0,0,1,0
35.0,100.0,4,0,0,0,1
28.0,150.0,2,1,1,0,1
27.0,100.0,10,1,0,0,0
50.0,200.0,7,0,0,0,0
30.0,150.0,5,1,0,0,0
52.0,100.0,1,0,0,0,0
34.0,150.0,5,1,0,0,0
38.0,50.0,7,0,1,0,1
36.0,250.0,2,0,1,1,1
33.0,200.0,2,0,1,1,1
33.0,150.0,4,1,0,1,1
33.0,200.0,12,0,1,1,1
24.0,300.0,1,1,0,0,0
33.0,190.0,3,0,0,1,1
24.0,150.0,2,1,1,1,1
36.0,100.0,2,0,1,0,1
37.0,70.0,3,0,1,0,1
36.0,100.0,1,0,1,0,1
26.0,75.0,1,1,0,0,1
41.0,150.0,4,0,1,0,1
31.0,150.0,9,0,0,1,0
36.0,130.0,7,0,0,0,0
31.0,120.0,4,0,1,1,1
24.0,250.0,1,1,1,1,1
30.0,200.0,2,0,1,1,1
30.0,150.0,4,1,1,1,1
43.0,40.0,3,0,0,0,1
37.0,200.0,2,0,0,0,0
32.0,150.0,10,1,1,1,1
30.0,180.0,7,1,1,1,1
36.0,44.0,5,0,0,0,0
34.0,233.0,1,1,1,0,1
27.0,120.0,3,1,0,1,0
28.0,170.0,2,1,1,0,1
35.0,150.0,12,0,0,0,1
35.0,20.0,5,0,0,0,1
36.0,80.0,12,0,0,0,0
34.0,150.0,1,0,0,0,1
33.0,140.0,2,1,0,1,0
33.0,120.0,2,0,0,1,1
30.0,270.0,3,1,0,1,1
26.0,100.0,1,1,1,0,1
31.0,300.0,2,0,1,1,1
27.0,210.0,3,1,0,1,0
30.0,200.0,4,0,0,0,1
32.0,200.0,7,1,1,1,1
28.0,180.0,3,0,0,1,1
31.0,333.0,1,0,1,1,1
36.0,200.0,3,0,1,0,1
28.0,250.0,1,1,1,1,1
55.0,80.0,4,0,0,1,0
26.0,40.0,3,1,1,0,1
32.0,300.0,2,0,1,1,1
32.0,150.0,1,1,0,1,1
21.0,40.0,3,1,1,0,1
53.0,300.0,3,0,0,0,0
22.0,125.0,2,1,0,1,1
33.0,150.0,2,1,0,1,1
34.0,110.0,2,0,0,0,0
29.0,120.0,1,1,0,0,1
30.0,200.0,6,1,1,0,1
35.0,150.0,10,0,1,0,1
35.0,140.0,8,0,1,0,1
39.0,135.0,4,0,1,1,1
56.0,150.0,4,0,0,1,0
24.0,100.0,1,1,0,0,1
39.0,100.0,6,0,1,0,1
36.0,300.0,2,0,1,1,1
36.0,40.0,4,0,1,0,1
33.0,333.0,2,0,1,0,1
30.0,15.0,2,0,1,0,1
27.0,300.0,3,1,0,1,1
35.0,130.0,5,0,0,1,1
40.0,100.0,3,1,0,0,1
25.0,200.0,2,1,1,1,1
32.0,4.166666667,7,0,0,0,1
27.0,175.0,3,1,0,1,1
25.0,160.0,1,1,1,1,1
29.0,300.0,2,0,0,1,1
33.0,167.0,7,0,1,1,1
37.0,50.0,4,0,0,0,1
38.0,60.0,4,1,0,1,0
34.0,180.0,3,1,0,1,1
23.0,120.0,3,1,1,1,1
27.0,120.0,4,0,0,1,0
36.0,260.0,13,0,1,1,1
40.0,80.0,3,0,1,0,1
33.0,200.0,3,0,1,1,1
34.0,100.0,3,1,0,0,0
26.0,130.0,2,1,0,1,1
30.0,275.0,1,1,0,1,1
31.0,90.0,7,1,0,1,0
27.0,170.0,2,1,0,1,1
20.0,80.0,1,1,0,0,0
44.0,60.0,8,0,0,0,0
25.0,200.0,2,1,0,0,1
21.0,40.0,1,1,0,0,1
50.0,30.0,10,0,0,0,0
33.0,60.0,5,0,0,0,1
27.0,150.0,1,0,0,1,1
37.0,150.0,5,0,0,0,1
40.0,300.0,2,0,0,0,1
25.0,80.0,1,1,0,1,1
49.0,150.0,7,0,0,0,1
26.0,50.0,2,1,0,0,1
26.0,200.0,3,1,0,0,1
51.0,60.0,1,0,0,0,0
24.0,110.0,2,1,0,0,1
35.0,150.0,1,1,0,0,1
30.0,170.0,3,0,0,0,1
29.0,130.0,2,0,0,0,1
32.0,150.0,7,0,0,1,0
32.0,150.0,3,1,0,1,1
27.0,150.0,1,1,0,1,1
32.0,200.0,4,1,0,0,1
29.0,150.0,6,0,0,1,1
35.0,300.0,2,0,0,0,0
30.0,150.0,4,1,0,1,1
38.0,130.0,10,1,0,1,1
34.0,15.0,3,0,0,0,0
30.0,85.0,4,1,0,1,1
34.0,200.0,2,1,0,1,1
25.0,180.0,1,0,0,1,1
36.0,30.0,1,0,0,0,0
25.0,120.0,1,1,0,1,0
31.0,200.0,1,0,0,1,1
32.0,200.0,6,0,0,0,1
38.0,100.0,5,0,0,0,1
36.0,50.0,3,0,0,0,1
53.0,100.0,1,0,0,0,0
27.0,100.0,1,1,0,1,1
24.0,140.0,2,1,0,0,0
47.0,200.0,3,1,0,1,0
37.0,130.0,3,0,0,0,1
38.0,200.0,7,0,0,1,1
29.0,300.0,5,0,0,0,0
57.0,30.0,14,0,0,0,0
28.0,150.0,2,1,0,1,1
38.0,200.0,1,1,0,0,1
27.0,150.0,7,0,0,1,0
52.0,70.0,4,0,0,1,0
29.0,120.0,3,1,0,1,0
36.0,120.0,4,0,0,1,1
29.0,100.0,7,1,0,1,0
31.0,80.0,6,1,0,1,0
29.0,100.0,7,1,0,1,1
29.0,150.0,2,1,0,1,1
35.0,200.0,12,1,0,1,1
35.0,150.0,10,0,0,0,1
33.0,130.0,1,1,0,0,1
37.0,100.0,9,0,0,1,1
40.0,165.0,7,0,0,0,1
33.0,100.0,5,0,0,1,0
36.0,150.0,6,0,0,0,0
36.0,110.0,9,1,0,0,0
29.0,150.0,3,1,0,0,1
30.0,150.0,3,1,0,0,1
30.0,200.0,4,1,0,0,1
28.0,130.0,2,0,0,0,1
28.0,40.0,3,0,0,0,1
34.0,150.0,2,0,0,0,1
31.0,130.0,3,1,0,0,1
45.0,100.0,2,0,0,0,0
33.0,80.0,7,0,0,0,1
35.0,100.0,3,0,0,1,1
29.0,120.0,7,1,0,1,1
27.0,100.0,3,1,0,1,1
36.0,250.0,5,0,0,0,1
26.0,110.0,3,1,0,1,1
51.0,50.0,4,0,0,0,0
38.0,150.0,4,0,0,1,1
30.0,95.0,5,0,0,1,1
36.0,20.0,14,0,0,0,0
27.0,130.0,4,1,0,0,0
27.0,110.0,3,1,0,0,1
30.0,130.0,5,1,0,1,1
28.0,125.0,2,1,0,1,1
28.0,130.0,4,1,0,1,0
39.0,208.0,9,0,0,1,1
29.0,150.0,1,0,0,1,1
37.0,200.0,3,0,0,1,1
35.0,200.0,12,0,0,1,1
27.0,200.0,4,1,0,1,1
26.0,150.0,3,1,0,1,1
35.0,60.0,2,0,0,0,1
32.0,242.0,2,1,0,1,1
50.0,90.0,2,0,0,1,0
32.0,90.0,4,0,0,0,1
30.0,100.0,10,0,0,0,1
33.0,200.0,3,1,0,0,1
39.0,150.0,6,0,0,0,1
28.0,150.0,3,1,0,0,1
36.0,50.0,2,0,0,0,1
37.0,140.0,4,0,0,1,1
24.0,130.0,2,1,0,0,1
31.0,80.0,1,0,0,0,0
40.0,100.0,2,0,0,0,1
33.0,200.0,8,0,0,0,1
47.0,200.0,4,0,0,0,0
34.0,60.0,10,0,0,0,1
33.0,130.0,13,1,0,1,1
32.0,100.0,1,0,0,1,0
34.0,150.0,8,0,0,1,0
22.0,44.0,2,1,0,0,1
35.0,200.0,6,0,0,1,0
43.0,150.0,2,0,0,1,0
23.0,150.0,1,1,0,1,1
35.0,200.0,4,1,0,0,1
35.0,150.0,1,1,0,1,0
33.0,100.0,3,0,0,0,0
31.0,150.0,4,0,0,0,0
21.0,40.0,1,1,0,0,1
36.0,120.0,4,0,0,1,0
39.0,200.0,2,1,1,0,1
36.0,270.0,3,0,1,1,1
21.0,90.0,1,1,0,1,0
34.0,60.0,4,0,1,0,1
40.0,200.0,1,0,0,0,1
51.0,100.0,8,1,1,0,1
33.0,90.0,8,0,1,0,1
37.0,80.0,2,0,0,1,0
35.0,100.0,6,0,1,1,1
23.0,150.0,5,1,0,0,0
33.0,131.0,3,0,0,1,0
48.0,200.0,2,0,0,0,1
27.0,150.0,3,1,0,1,0
26.0,140.0,2,1,0,1,1
24.0,150.0,1,1,0,1,0
30.0,50.0,3,0,1,0,1
29.0,160.0,3,0,0,1,0
35.0,80.0,4,0,0,0,1
28.0,140.0,3,1,1,1,1
36.0,100.0,2,0,0,0,0
26.0,225.0,4,1,0,1,1
38.0,130.0,10,0,0,1,0
28.0,200.0,2,1,0,1,0
25.0,85.0,2,1,0,1,1
23.0,40.0,1,1,0,0,1
31.0,200.0,5,0,0,1,1
22.0,90.0,2,1,0,1,0
26.0,300.0,3,1,0,1,1
33.0,100.0,1,1,0,0,1
35.0,250.0,5,0,0,0,1
31.0,300.0,2,0,0,0,0
23.0,120.0,1,1,0,1,1
30.0,150.0,2,0,0,1,1
39.0,130.0,9,1,0,1,1
35.0,60.0,6,0,0,0,0
30.0,150.0,2,0,0,1,1
35.0,200.0,5,0,0,0,1
32.0,70.0,1,0,0,1,1
36.0,130.0,4,0,0,1,1
34.0,65.0,2,0,0,0,0
37.0,145.0,3,0,0,1,1
35.0,83.0,1,0,0,1,1
41.0,150.0,3,0,0,1,1
26.0,167.0,3,1,0,1,1
37.0,70.0,7,0,0,0,0
40.0,150.0,4,0,0,0,1
30.0,150.0,1,0,0,1,1
28.0,80.0,6,1,0,0,1
32.0,100.0,2,0,0,0,1
26.0,140.0,4,1,0,1,1
33.0,200.0,1,1,0,1,1
35.0,60.0,3,0,1,0,1
31.0,200.0,8,1,0,1,0
30.0,100.0,4,0,0,1,1
35.0,80.0,1,0,0,1,0
35.0,95.0,6,0,0,0,1
33.0,200.0,3,1,0,1,1
37.0,250.0,2,0,0,0,1
49.0,75.0,3,0,0,0,0
31.0,120.0,1,1,0,1,1
39.0,50.0,2,0,0,0,1
31.0,80.0,2,0,0,0,1
33.0,50.0,4,0,0,0,0
30.0,100.0,3,0,0,1,0
25.0,90.0,2,1,0,0,0
33.0,100.0,7,0,0,0,1
29.0,100.0,4,0,0,0,1
37.0,80.0,5,0,0,0,1
37.0,150.0,2,0,0,1,1
27.0,120.0,5,1,0,1,1
37.0,150.0,1,0,0,0,1
36.0,180.0,1,0,0,0,0
36.0,85.0,6,0,0,1,1
39.0,200.0,8,0,0,0,1
35.0,65.0,5,0,0,0,1
29.0,100.0,4,0,0,1,1
26.0,150.0,1,1,0,1,1
36.0,60.0,7,0,0,1,1
29.0,100.0,1,1,0,1,0
33.0,200.0,5,1,0,1,1
36.0,60.0,7,1,0,0,0
31.0,100.0,2,1,0,1,0
32.0,100.0,8,1,0,0,0
45.0,100.0,7,0,0,0,0
23.0,150.0,1,1,0,1,1
22.0,130.0,1,1,0,1,1
24.0,90.0,5,1,0,1,0
26.0,100.0,2,1,0,1,1
47.0,90.0,9,0,0,0,0
26.0,200.0,4,1,0,0,1
35.0,90.0,1,0,0,1,1
42.0,250.0,4,1,1,1,1
38.0,150.0,2,1,1,1,1
37.0,180.0,14,0,0,0,1
29.0,100.0,4,1,0,1,1
27.0,160.0,1,1,0,0,1
50.0,80.0,3,0,0,0,0
35.0,30.0,2,0,0,0,0
50.0,80.0,4,0,0,0,0
28.0,100.0,3,1,0,1,1
26.0,183.0,1,1,0,0,1
29.0,150.0,4,1,0,0,0
36.0,100.0,5,0,0,1,1
38.0,190.0,3,0,0,0,1
25.0,120.0,3,1,0,1,1
27.0,100.0,1,0,0,1,1
26.0,130.0,1,1,0,1,0
25.0,180.0,1,1,0,0,1
31.0,50.0,1,0,0,0,1
30.0,200.0,1,0,0,0,1
50.0,30.0,3,0,0,0,0
32.0,120.0,1,0,0,1,1
32.0,150.0,3,0,0,0,1
29.0,250.0,1,1,0,1,1
36.0,50.0,1,0,0,0,1
36.0,200.0,6,0,0,0,0
30.0,130.0,6,0,0,1,1
33.0,230.0,1,0,0,1,1
41.0,30.0,3,0,0,0,0
27.0,130.0,1,1,0,1,0
34.0,300.0,2,0,0,1,0
36.0,180.0,4,1,0,0,1
34.0,200.0,8,0,0,0,0
36.0,100.0,3,0,0,0,0
52.0,50.0,2,0,0,0,0
36.0,200.0,4,0,0,1,1
48.0,50.0,7,0,0,0,0
36.0,50.0,1,0,0,0,0
36.0,50.0,10,0,0,0,0
28.0,100.0,4,1,0,1,1
32.0,300.0,7,1,0,0,1
26.0,120.0,2,1,0,1,1
33.0,100.0,2,0,0,0,0
43.0,60.0,2,0,0,0,0
34.0,170.0,5,0,0,1,0
34.0,60.0,3,0,0,0,0
28.0,130.0,3,1,0,1,0
38.0,90.0,4,0,0,0,1
46.0,50.0,2,0,0,0,1
35.0,100.0,6,0,0,0,0
37.0,40.0,10,0,0,0,1
34.0,30.0,3,0,0,0,0
36.0,100.0,2,0,0,0,1
32.0,120.0,4,0,0,0,1
31.0,180.0,4,0,0,1,1
36.0,70.0,7,0,0,0,0
34.0,180.0,3,1,0,1,1
31.0,120.0,3,0,0,1,1
35.0,200.0,4,0,0,0,0
30.0,160.0,8,0,0,1,1
33.0,150.0,4,0,0,0,0
30.0,150.0,4,0,0,0,1
27.0,150.0,1,0,0,0,1
33.0,150.0,13,1,0,1,0
37.0,150.0,2,0,0,0,0
28.0,130.0,1,0,1,1,1
37.0,300.0,2,1,1,1,1
26.0,100.0,3,0,0,0,1
57.0,120.0,7,0,0,0,0
24.0,130.0,1,1,0,0,1
33.0,100.0,1,0,0,0,0
32.0,100.0,8,1,0,0,1
35.0,100.0,3,0,0,0,1
35.0,20.0,6,0,1,0,1
35.0,50.0,4,0,0,0,0
33.0,100.0,4,0,0,0,1
33.0,100.0,2,0,1,1,1
29.0,200.0,1,1,1,0,1
26.0,150.0,1,1,0,1,1
21.0,120.0,1,1,0,0,0
28.0,120.0,4,0,0,1,1
25.0,167.0,3,1,0,1,0
33.0,18.0,4,0,0,0,0
35.0,250.0,2,0,0,1,1
24.0,275.0,1,1,0,1,1
35.0,90.0,2,1,0,1,0
38.0,230.0,3,0,0,0,1
24.0,110.0,3,1,0,1,1
37.0,20.0,1,0,0,0,1
28.0,150.0,5,0,0,0,1
35.0,190.0,2,0,0,0,1
38.0,250.0,3,1,0,0,1
32.0,200.0,1,0,0,1,1
51.0,180.0,1,0,0,1,0
38.0,30.0,3,0,1,0,1
55.0,130.0,14,0,0,0,0
30.0,55.0,3,0,0,0,0
27.0,145.0,3,1,1,1,1
30.0,80.0,9,1,0,0,0
25.0,150.0,2,1,0,0,0
23.0,40.0,1,1,1,0,1
26.0,292.0,2,1,1,1,1
34.0,130.0,13,0,0,0,0
34.0,80.0,1,0,0,1,0
27.0,200.0,1,0,0,1,1
31.0,130.0,2,0,0,0,0
34.0,85.0,2,0,0,0,0
27.0,125.0,4,0,0,1,1
41.0,80.0,2,0,0,0,0
35.0,100.0,4,0,0,0,1
35.0,120.0,8,0,0,0,0
35.0,40.0,3,0,0,0,0
31.0,100.0,4,0,0,0,1
36.0,90.0,1,0,1,1,1
29.0,120.0,1,0,0,1,1
33.0,60.0,1,0,0,0,0
36.0,130.0,12,0,0,0,0
35.0,100.0,4,0,0,0,1
34.0,210.0,10,1,0,1,1
28.0,120.0,1,1,1,1,1
38.0,120.0,2,1,0,1,0
36.0,100.0,4,0,0,0,1
33.0,60.0,5,0,0,1,1
36.0,70.0,4,0,0,1,0
21.0,110.0,3,1,0,0,1
37.0,100.0,4,0,0,0,0
39.0,70.0,3,0,1,0,1
40.0,60.0,3,0,0,0,1
29.0,208.0,1,0,1,1,1
37.0,110.0,2,0,0,1,0
38.0,300.0,1,0,1,0,1
31.0,150.0,5,1,0,1,1
35.0,160.0,3,0,0,0,1
43.0,170.0,5,0,1,1,1
36.0,200.0,3,0,0,0,1
39.0,17.0,5,0,0,0,1
31.0,200.0,3,1,1,0,1
37.0,300.0,2,0,0,1,1
39.0,150.0,11,0,1,0,1
32.0,30.0,2,0,0,0,0
27.0,60.0,3,1,0,1,0
38.0,50.0,8,0,0,0,0
33.0,100.0,4,0,0,1,1
36.0,100.0,10,0,0,1,0
30.0,140.0,2,1,0,0,1
28.0,80.0,3,0,0,1,1
36.0,100.0,3,1,0,0,1
30.0,50.0,4,0,0,0,1
29.0,150.0,9,1,0,0,1
34.0,120.0,6,0,1,0,1
28.0,120.0,4,0,0,1,1
31.0,120.0,10,0,0,1,0
33.0,40.0,3,0,0,0,0
31.0,130.0,6,1,0,1,1
38.0,200.0,7,0,1,1,1
37.0,280.0,2,1,0,1,1
28.0,25.0,1,1,0,0,0
29.0,270.0,1,0,1,1,1
28.0,133.0,2,0,0,1,1
36.0,90.0,14,0,0,1,0
37.0,300.0,2,0,0,0,0
27.0,292.0,1,0,0,1,0
33.0,200.0,1,0,0,1,0
37.0,150.0,2,1,1,0,1
23.0,150.0,1,1,0,1,1
23.0,150.0,2,1,0,1,1
37.0,60.0,3,0,0,0,0
24.0,150.0,3,0,0,1,0
23.0,10.0,1,0,0,0,1
34.0,50.0,3,0,0,0,0
32.0,150.0,4,0,0,0,0
36.0,70.0,4,0,0,1,0
36.0,40.0,2,0,0,0,1
36.0,80.0,2,0,0,0,0
19.0,16.0,1,1,0,0,1
32.0,250.0,6,1,0,1,0
24.0,230.0,1,1,0,1,0
26.0,180.0,2,1,0,0,1
27.0,300.0,3,1,1,1,1
31.0,85.0,4,0,0,1,0
39.0,150.0,4,0,0,0,1
29.0,80.0,3,0,0,0,0
27.0,130.0,1,0,0,1,1
36.0,300.0,3,0,1,0,1
28.0,50.0,1,0,0,0,0
33.0,150.0,6,0,0,0,0
46.0,80.0,10,0,0,0,0
26.0,200.0,1,1,0,1,1
38.0,150.0,12,0,0,0,0
30.0,300.0,3,1,0,0,1
35.0,142.0,9,1,0,0,1
36.0,150.0,2,0,0,0,1
44.0,80.0,5,0,0,1,0
31.0,300.0,4,1,0,1,1
29.0,80.0,1,0,0,1,1
23.0,90.0,1,0,0,1,1
35.0,100.0,2,0,0,0,0
35.0,100.0,4,0,0,1,1
29.0,90.0,1,0,0,1,0
28.0,300.0,4,1,0,0,1
24.0,150.0,1,1,0,0,1
36.0,100.0,3,1,0,0,0
39.0,100.0,4,0,1,0,1
33.0,160.0,8,0,1,1,1
28.0,150.0,3,1,0,0,1
35.0,150.0,1,0,0,0,0
31.0,120.0,1,0,0,1,1
23.0,140.0,1,1,0,1,1
35.0,100.0,1,0,0,0,0
54.0,60.0,4,0,0,0,0
37.0,80.0,2,1,1,1,1
34.0,30.0,6,0,0,0,0
39.0,120.0,2,0,1,1,1
25.0,120.0,4,1,0,1,0
21.0,60.0,1,1,0,0,1
38.0,50.0,5,0,0,0,1
32.0,80.0,5,0,0,0,1
36.0,300.0,2,0,0,1,0
34.0,150.0,1,0,0,1,0
35.0,80.0,4,0,0,0,0
36.0,150.0,3,0,0,1,1
27.0,150.0,3,1,0,1,1
33.0,70.0,2,0,0,0,0
34.0,40.0,2,0,0,0,1
28.0,70.0,1,0,0,0,0
33.0,50.0,10,0,0,0,0
30.0,120.0,2,0,0,0,1
47.0,100.0,8,0,0,0,0
24.0,130.0,1,1,0,1,1
35.0,120.0,8,0,0,0,0
33.0,200.0,3,0,0,0,0
26.0,110.0,4,1,0,1,0
32.0,300.0,2,0,0,0,1
34.0,75.0,5,0,0,1,0
22.0,100.0,3,1,0,1,0
35.0,150.0,5,0,0,0,0
34.0,150.0,3,0,0,1,0
23.0,110.0,2,1,0,1,0
36.0,40.0,4,0,0,0,1
32.0,50.0,1,0,0,0,0
30.0,100.0,9,0,0,1,1
28.0,120.0,1,0,0,1,1
39.0,150.0,7,0,0,0,1
29.0,100.0,1,1,0,1,1
32.0,15.0,2,0,0,0,1
33.0,100.0,2,0,0,0,1
34.0,75.0,2,0,0,0,0
39.0,200.0,3,0,0,0,1
19.0,40.0,1,1,0,0,1
34.0,160.0,3,0,0,1,0
37.0,200.0,5,0,0,1,0
33.0,40.0,4,0,0,0,1
37.0,200.0,9,0,1,0,1
53.0,30.0,1,0,0,0,0
39.0,160.0,4,1,0,0,0
33.0,120.0,1,0,0,1,0
32.0,81.0,1,0,0,0,0
31.0,26.0,7,0,0,0,0
29.0,100.0,2,0,0,0,1
36.0,120.0,2,0,0,0,0
32.0,140.0,2,0,0,1,0
32.0,200.0,1,0,0,1,1
34.0,90.0,3,0,0,0,0
28.0,100.0,2,1,0,0,1
30.0,60.0,4,1,0,1,0
23.0,167.0,5,0,0,0,0
31.0,100.0,6,0,0,1,1
28.0,300.0,6,0,0,0,1
38.0,100.0,1,0,0,0,1
38.0,120.0,2,0,0,1,1
34.0,200.0,1,0,0,0,0
37.0,50.0,3,0,0,0,1
28.0,100.0,2,0,0,1,1
28.0,300.0,3,0,0,0,1
33.0,70.0,3,0,0,1,0
35.0,70.0,1,0,0,0,1
56.0,140.0,2,0,0,0,0
23.0,80.0,4,1,0,0,0
44.0,180.0,3,0,0,0,0
40.0,300.0,7,0,0,0,1
21.0,80.0,1,1,0,0,1
37.0,50.0,3,0,0,0,1
32.0,250.0,6,1,0,0,1
32.0,300.0,1,0,0,0,1
31.0,80.0,2,0,0,0,1
36.0,50.0,2,0,0,0,0
36.0,50.0,4,0,0,0,1
19.0,50.0,1,1,0,0,1
34.0,50.0,5,0,0,0,1
33.0,40.0,1,0,0,0,0
36.0,100.0,5,0,0,0,0
32.0,150.0,12,1,0,1,0
37.0,80.0,9,0,0,0,0
25.0,130.0,2,0,0,1,1
40.0,70.0,4,0,0,0,1
28.0,110.0,3,1,0,1,1
37.0,70.0,5,0,0,0,0
32.0,90.0,4,0,0,1,1
32.0,100.0,2,0,0,0,1
37.0,75.0,5,0,0,0,0
38.0,120.0,5,0,0,0,1
26.0,120.0,2,0,0,0,0
24.0,150.0,1,1,0,1,1
37.0,200.0,2,1,0,1,1
33.0,100.0,5,0,0,0,0
35.0,200.0,2,0,0,1,1
39.0,178.0,11,0,0,0,1
38.0,120.0,2,0,0,1,0
35.0,40.0,5,0,0,0,0
27.0,80.0,1,1,0,1,1
54.0,80.0,3,0,0,1,0
36.0,120.0,4,0,0,0,0
33.0,200.0,2,0,0,0,0
32.0,70.0,2,0,0,1,1
35.0,180.0,4,0,0,0,0
59.0,70.0,12,0,0,0,0
20.0,160.0,1,1,0,0,1
23.0,200.0,2,1,0,0,1
37.0,40.0,5,0,0,0,0
32.0,100.0,4,0,0,1,0
35.0,70.0,8,0,0,0,1
39.0,50.0,8,0,0,0,0
36.0,90.0,3,1,0,0,1
36.0,130.0,3,0,0,0,1
36.0,100.0,10,0,0,0,1
31.0,200.0,2,1,0,0,1
28.0,120.0,3,1,0,1,1
29.0,75.0,2,1,0,0,1
37.0,10.0,2,0,0,0,1
35.0,200.0,4,0,0,0,0
54.0,70.0,2,0,0,0,0
33.0,60.0,11,0,0,0,0
28.0,100.0,1,1,0,1,0
26.0,140.0,2,1,0,1,1
41.0,250.0,1,0,0,1,1
33.0,80.0,6,0,0,1,0
31.0,200.0,4,0,0,0,1
37.0,100.0,4,0,0,0,1
38.0,150.0,7,0,0,0,0
34.0,250.0,2,0,0,0,0
40.0,80.0,2,0,0,0,0
26.0,45.0,2,0,0,0,0
29.0,208.0,11,0,0,1,0
34.0,50.0,6,0,0,0,0
35.0,250.0,2,0,0,0,0
21.0,80.0,3,1,0,1,0
36.0,200.0,1,0,0,0,1
37.0,50.0,2,0,0,0,0
36.0,85.0,4,0,0,1,0
30.0,150.0,4,1,0,1,1
36.0,250.0,2,0,0,1,1
35.0,80.0,4,0,0,0,0
34.0,60.0,1,0,0,1,1
32.0,200.0,3,1,0,1,1
22.0,120.0,1,1,0,1,1
25.0,140.0,2,1,0,1,1
33.0,250.0,2,0,0,1,1
30.0,150.0,6,1,0,1,0
36.0,150.0,3,0,0,0,0
37.0,120.0,2,0,0,0,1
41.0,150.0,1,0,0,0,1
35.0,75.0,5,0,0,0,0
35.0,60.0,1,0,0,0,0
35.0,90.0,1,1,0,0,0
34.0,150.0,5,0,0,1,0
28.0,100.0,2,1,0,0,0
34.0,100.0,6,0,0,0,0
31.0,120.0,3,0,0,0,0
32.0,100.0,2,0,0,0,0
26.0,100.0,3,1,0,1,1
33.0,150.0,1,0,0,1,1
29.0,120.0,1,0,0,1,1
31.0,70.0,5,0,0,0,1
35.0,50.0,4,0,0,0,1
36.0,100.0,5,0,0,0,1
35.0,100.0,7,0,0,0,0
36.0,30.0,3,0,0,0,1
40.0,90.0,6,0,0,0,1
35.0,210.0,5,1,0,1,1
36.0,130.0,3,0,0,0,1
25.0,55.0,1,1,0,0,0
22.0,40.0,1,1,0,0,0
33.0,90.0,7,0,0,0,0
23.0,100.0,2,1,0,0,0
20.0,100.0,1,1,0,0,0
36.0,100.0,1,1,0,1,0
49.0,60.0,9,0,0,0,0
35.0,50.0,6,0,0,0,0
40.0,130.0,7,0,0,0,1
35.0,100.0,7,0,0,1,1
35.0,150.0,5,0,0,0,0
25.0,130.0,1,1,0,0,1
35.0,40.0,4,0,0,0,1
58.0,100.0,13,0,0,1,1
45.0,40.0,5,0,0,0,0
23.0,120.0,1,1,0,0,0
34.0,60.0,3,0,0,0,0
32.0,200.0,2,0,0,0,0
36.0,100.0,3,0,0,0,0
26.0,200.0,2,1,0,1,1
47.0,150.0,3,0,0,0,0
34.0,90.0,2,0,0,0,1
28.0,110.0,1,1,0,1,0
34.0,150.0,12,0,0,0,0
26.0,100.0,2,1,0,0,1
30.0,100.0,1,0,0,0,1
35.0,120.0,2,0,0,1,1
34.0,200.0,11,0,0,0,1
28.0,70.0,9,1,0,0,0
37.0,200.0,2,0,0,0,1
29.0,180.0,4,1,0,1,1
32.0,300.0,3,0,0,0,1
32.0,130.0,2,0,0,0,1
33.0,120.0,2,0,0,0,1
31.0,200.0,11,0,0,0,1
35.0,200.0,1,0,0,0,1
32.0,60.0,2,0,0,0,0
36.0,80.0,2,0,0,0,0
27.0,130.0,2,0,0,1,1
32.0,217.0,2,0,0,1,1
36.0,120.0,12,1,0,0,0
32.0,140.0,6,1,0,1,1
